edad_anios,antiguedad_laboral_anios,amt_income_total,amt_credit,amt_annuity,calificacion_region_ciudad,CODE_GENDER,ORGANIZATION_TYPE,NAME_EDUCATION_TYPE,default
45,0.8166403249795239,28216.230898435904,62612.37714291727,3913.4926203373816,1,M,Other,Secondary / secondary special,0
59,9.539028346801686,38710.54321738811,86257.9504996552,4953.564642427848,2,M,Government,Secondary / secondary special,0
39,21.0,39477.40016994253,80174.25601852186,6180.294088783164,2,F,Government,Higher education,0
38,6.488466477659355,40182.836417787636,137155.00772862646,11261.215207666366,2,F,School,Incomplete higher,1
23,5.0,19633.125325594418,92666.05112395789,8709.399852400173,1,M,Business Entity,Secondary / secondary special,1
18,0.0,68190.10642305984,338993.01544771134,33739.02262700096,2,F,Other,Secondary / secondary special,1
22,4.0,38843.44003882354,97324.15400386453,10924.58174826398,2,F,Business Entity,Incomplete higher,1
58,1.8400257450201274,25308.374188082147,99730.20187629362,7003.727913423692,2,F,Business Entity,Higher education,1
29,9.086335216885736,28305.27483313373,101611.49426929741,8840.458865696542,2,F,Business Entity,Higher education,0
43,4.7658859652243,41561.31217552625,133464.8613191402,10092.993117901191,1,F,Business Entity,Secondary / secondary special,0
63,4.351754364613102,18007.555075253666,68972.36193575845,3455.4820222392,2,M,Business Entity,Secondary / secondary special,0
51,1.4627063329425396,56343.23945453632,157748.14344214188,14285.707772082633,2,F,Business Entity,Secondary / secondary special,0
66,7.059789751226391,40837.871430820946,196254.42449395085,21019.972478165946,2,F,Government,Secondary / secondary special,0
31,0.4259775471598889,79446.95208221789,315330.5964852476,16570.86376646432,3,F,Government,Secondary / secondary special,0
43,12.904031689038408,37751.9292966506,156281.80599621995,7852.28918365125,1,M,Other,Higher education,1
62,1.9713163736332762,21107.126897915634,49569.609074404616,5003.9176258727675,3,M,Business Entity,Higher education,0
44,0.6835373137988726,19952.274085330086,41700.99131673015,4081.283557648345,2,F,Business Entity,Secondary / secondary special,0
26,2.9202670089659923,29871.113629129493,86034.56568061972,6745.939956945442,2,M,Business Entity,Secondary / secondary special,1
43,0.21699066028599892,31493.85154421237,131749.92034305065,12689.143348801514,2,F,Self-employed,Secondary / secondary special,1
64,5.769983294186662,27347.19225148804,130877.8011784591,15278.285158214658,2,F,School,Secondary / secondary special,0
39,11.650064624767957,38724.98455547196,116006.67002148383,7813.0951366157215,2,F,Government,Incomplete higher,0
64,9.07809961030625,27002.322317776383,113667.59280092998,7640.151520475983,2,F,Business Entity,Secondary / secondary special,1
47,0.6812151773090626,41237.484811212256,129750.72193676214,8178.999507960323,2,M,Business Entity,Secondary / secondary special,0
60,0.6749258849010719,27992.049213291877,70912.22673742477,7139.377216703328,2,F,Business Entity,Secondary / secondary special,0
65,8.394864001898544,49804.063390321695,203570.524587003,15211.450523861804,2,M,Other,Higher education,0
34,12.901866332945422,31099.611412414244,133532.63380244817,15918.227564381292,2,F,Business Entity,Secondary / secondary special,0
43,3.0871366750301714,67717.73141032283,149652.3115596266,14969.035802895387,2,M,Other,Secondary / secondary special,0
53,3.455457643441466,50319.46955554763,129225.0904694022,9784.4563224064,3,M,Other,Secondary / secondary special,0
18,0.0,40006.317971298144,129289.17599389612,7814.628558665193,2,F,School,Higher education,0
25,7.0,32733.73140600372,70470.04127831411,6443.902992010349,3,F,Other,Secondary / secondary special,0
66,5.176820103420065,16991.952648358023,80727.40845162049,5702.844698230898,2,M,Business Entity,Higher education,0
52,1.7001538436360442,73627.56082386302,262825.9988857724,29800.692959717046,3,F,Business Entity,Secondary / secondary special,1
32,1.774688490937849,25838.255933662313,49718.26845304307,4022.123794111059,3,F,Business Entity,Secondary / secondary special,0
64,11.091223080504918,38000.9358942431,81477.9786578503,5743.015862435022,2,F,Business Entity,Secondary / secondary special,0
39,0.06863910368833999,43126.89786236303,208744.69605133124,19037.2296775777,2,F,Business Entity,Secondary / secondary special,1
31,1.9484010342472649,33131.647427459946,135296.0657728348,8062.051065122507,3,F,School,Higher education,0
43,4.041181902943156,71489.11842064679,290990.57982312737,25987.91331173981,3,M,Business Entity,Lower secondary,1
45,0.8021201096858032,19718.53906121992,34581.290844032555,1864.8930572882152,2,F,Government,Secondary / secondary special,0
40,0.48309833213681286,86419.39454427025,400428.2340348917,37032.48711789043,2,M,Business Entity,Secondary / secondary special,0
31,8.444471260644065,50806.45938616051,155115.86844537008,13512.371176825907,3,M,Business Entity,Incomplete higher,0
41,11.240692338725262,32105.727069447697,122291.05566699638,10572.504303136271,1,F,Self-employed,Secondary / secondary special,0
19,1.0,32285.87164134999,156874.2177656836,15356.653601282122,2,F,Self-employed,Secondary / secondary special,1
62,11.452684313306262,11987.13473273101,22176.718673059673,1177.8490618437927,3,F,Self-employed,Secondary / secondary special,0
43,4.027236051426545,23762.966417761447,75755.56721463977,6225.683611595951,3,M,Other,Higher education,0
31,8.36343621774754,30425.858138205243,50922.07251364212,4128.899455556291,3,M,Government,Secondary / secondary special,1
24,2.4228876800583796,39658.17909024948,128825.98515197661,10587.534079414725,2,M,Self-employed,Secondary / secondary special,1
20,2.0,68172.09679619536,162447.83051757756,19265.072893411794,2,M,Business Entity,Secondary / secondary special,0
64,22.475094945078105,100586.44765506512,471622.629579839,28179.213061363225,3,F,School,Secondary / secondary special,0
40,1.2791584463307766,41611.570699969845,120454.00114593636,11844.25192965995,2,F,Government,Secondary / secondary special,0
63,2.4706599248816365,40247.559846267184,149662.70699523366,11694.603458280864,2,F,Government,Incomplete higher,0
60,3.270087908845773,28419.309817113055,128199.66081235466,11002.204719913878,2,F,Self-employed,Higher education,0
64,0.7425898743020588,15405.038779175407,76145.89745862817,7871.0166454200335,2,F,Self-employed,Secondary / secondary special,1
62,0.4225558553638121,26825.460573068456,87541.34415104074,5341.447252099359,1,F,Self-employed,Secondary / secondary special,0
35,8.85163985577187,32769.368149177964,101426.17405538441,10492.635570578283,2,F,Business Entity,Secondary / secondary special,0
55,18.816802395927102,59142.03545203708,104390.9419334232,5733.479862265208,2,F,Business Entity,Secondary / secondary special,0
52,2.593659512821362,47087.23696010321,72730.30119254751,6097.102301993361,2,F,Government,Secondary / secondary special,0
32,0.45865705528693207,40569.53165248237,147300.1526447269,15016.50817510096,2,F,Government,Incomplete higher,1
42,0.3403866002172167,27162.699066290286,46967.708338781995,2981.4444586106265,2,F,Business Entity,Secondary / secondary special,0
54,11.096654953491845,13479.720171741345,38165.48596437265,3967.8402170122486,2,M,Other,Secondary / secondary special,0
45,3.116373144650266,13892.74410003227,21014.477678839055,1296.1073231759078,1,F,Other,Secondary / secondary special,1
27,1.928513265170799,15805.792512270815,57743.24245613767,6117.706735358242,2,F,Self-employed,Secondary / secondary special,1
56,3.2357213548373287,31382.216623746543,93799.97245551321,7769.028690550487,1,F,Business Entity,Secondary / secondary special,0
34,1.9158580361067772,59696.11481928073,116083.43483050591,11367.433584076101,1,F,School,Secondary / secondary special,0
56,3.35727850808003,58896.25498263507,149436.679967769,17068.426270766107,2,M,School,Secondary / secondary special,0
39,9.81474636171328,54006.402376095495,188688.2408069827,14828.915756235941,2,F,Government,Secondary / secondary special,0
43,4.486135160408157,28069.876180276515,106623.33451131824,7069.876307220686,1,F,Business Entity,Incomplete higher,0
61,5.931544875400458,64352.53351157795,200662.49843113087,22213.636913951974,1,F,School,Secondary / secondary special,0
42,2.268058972114826,22798.834879376926,98350.91130041094,6030.20568859014,1,F,Self-employed,Secondary / secondary special,0
34,6.706717378467903,55642.17408600836,105360.76249699247,9925.334007262261,3,M,Other,Higher education,0
30,5.492317771838605,15720.358013286721,28232.348617786865,3236.210039222987,3,M,Government,Secondary / secondary special,0
37,0.6366788275454021,20159.761223775135,33361.480481880906,3242.995115119129,1,F,Other,Secondary / secondary special,0
42,4.2506760289184715,82976.06987800988,280077.2136876047,17840.26760727468,2,F,Other,Secondary / secondary special,0
21,1.483570334010821,32796.68404541819,130262.22930134888,7901.690758112291,3,F,School,Secondary / secondary special,1
27,8.150644246458706,25835.76549129414,50556.069171707255,3420.69377037617,1,F,Self-employed,Secondary / secondary special,0
20,2.0,63030.83652872317,235502.7244397719,18227.552507133263,1,F,Business Entity,Higher education,0
58,26.185326069750868,66748.4137395508,211546.8945135338,12934.216650190623,1,F,School,Secondary / secondary special,0
62,0.48531097710309107,29241.949849223623,144914.4990244753,15338.762753935376,3,F,Business Entity,Secondary / secondary special,1
35,7.578550891551038,41740.69062906997,167428.4897997952,12555.87666526087,2,F,Business Entity,Secondary / secondary special,0
64,5.599716940609705,38888.494424330434,147821.26009060483,17077.209464500673,2,F,Other,Secondary / secondary special,0
53,7.294300121249896,8834.76052952088,30891.39460032176,3366.369970981774,1,F,Other,Secondary / secondary special,0
64,1.8374503391264292,18071.112731224726,90188.97755067254,10247.026170636003,3,M,Business Entity,Secondary / secondary special,1
39,3.38690549860238,58170.126239870064,286872.207455577,20257.334639064466,2,F,School,Secondary / secondary special,0
51,7.960655704700301,23949.383837643712,81030.41566905096,7305.800166937635,2,M,School,Secondary / secondary special,0
64,1.3233532662280014,47330.91466734686,146401.22659838366,10614.30359107941,2,M,Government,Secondary / secondary special,0
25,1.2811314811001377,41420.0451777792,129122.94118138263,8778.603387393963,2,F,Business Entity,Secondary / secondary special,1
57,4.004229397026641,66683.73739865966,199997.75625362073,18499.00739910304,2,F,Self-employed,Secondary / secondary special,0
66,3.707104975367528,18363.205782015604,61698.426295581994,6617.753253783453,2,F,Business Entity,Secondary / secondary special,0
61,1.6582566722229415,44227.53865210347,108691.16370594146,6146.685998073114,2,M,Business Entity,Secondary / secondary special,0
36,1.7696482252184376,35146.93764373322,166728.66295721932,11554.932128616316,1,F,Self-employed,Secondary / secondary special,1
59,1.6275785384450638,24467.78980365698,78683.6477657264,5064.031782635159,2,F,Other,Higher education,1
58,7.381359288903758,24382.033177470392,108427.56817998934,11480.800157196447,3,F,Other,Secondary / secondary special,1
54,5.27633985350882,40690.11390844107,128725.73318430287,14846.716970193549,2,F,Self-employed,Incomplete higher,0
23,5.0,49753.449930835865,199711.14202205258,11103.13859739659,1,F,Business Entity,Incomplete higher,0
43,18.53990940909583,37488.824014961225,100435.81640271109,7687.853442924267,2,M,Government,Secondary / secondary special,0
51,3.2138323268146065,38076.67336316328,140381.99327415318,16005.74182359345,2,F,Other,Secondary / secondary special,0
62,0.3451101528038415,28303.840976755597,91826.15295302866,6806.583784385515,2,F,Business Entity,Higher education,0
23,0.24643606805339294,29257.96406935792,81480.5011485698,8138.785826035496,2,F,Other,Secondary / secondary special,1
54,1.7525061974508784,24434.829227235685,112044.61226774304,6391.76945060397,1,F,Business Entity,Secondary / secondary special,0
50,13.481442411920042,28020.710435413126,53084.98064060333,4305.570277909092,2,F,Self-employed,Incomplete higher,0
39,3.703427719988912,48890.47131872943,156656.3647387173,13351.987128141167,2,M,Business Entity,Secondary / secondary special,0
38,1.5858051331565537,51699.47016665983,112719.92861624359,11614.265285801941,3,M,Self-employed,Secondary / secondary special,1
23,2.547189556347806,19188.41886853769,86610.6284599018,6081.60133809521,2,M,Business Entity,Higher education,1
23,4.5639232693337775,23197.07941299928,55374.73893295438,3792.7930730315916,2,F,Business Entity,Secondary / secondary special,0
65,5.291427160727148,25458.399025073337,94629.02677365135,6738.318842898415,2,F,Self-employed,Incomplete higher,0
21,0.8357039090052565,35171.15513009629,73137.442950473,6501.827667201196,2,F,School,Secondary / secondary special,0
47,18.86819626707896,15653.089630799352,45663.15930956907,5083.237001633311,2,F,Other,Secondary / secondary special,0
28,3.9347869262587882,23401.29112558832,108763.35515287462,11764.485952662,2,M,School,Higher education,0
47,0.7291091596716346,18164.224349874174,37803.84791110044,2043.53221029995,3,M,Other,Secondary / secondary special,0
48,11.204405427085472,44366.549156823705,169532.80938594637,18907.46152320049,2,M,Business Entity,Secondary / secondary special,0
41,0.38785366262969906,35780.650191879584,79282.27439097938,4491.947844824551,2,F,Self-employed,Secondary / secondary special,0
26,8.0,28817.157558023748,85158.20716700042,6733.831143692918,2,F,Other,Secondary / secondary special,0
20,2.0,21340.487299347304,72390.32809085192,7498.0678981291285,2,F,Government,Incomplete higher,0
48,6.027065858394027,29040.64775652432,102239.70481858864,5695.341739379171,1,M,Other,Secondary / secondary special,0
57,7.358111511937916,27382.350489853485,98817.14390124846,5220.3098664269655,2,M,Self-employed,Secondary / secondary special,0
54,2.0571858003267316,82234.75289115057,307595.80000559817,22485.162624990582,2,F,School,Secondary / secondary special,0
53,14.200215551905522,59784.98705279471,146544.3888304321,14814.874588180832,2,M,Government,Secondary / secondary special,0
41,3.772070933206298,25710.27604398272,74682.85505101018,6461.780980489587,2,M,Other,Secondary / secondary special,0
